shampoo	B-PRO
natur	I-PRO|B-BRA
yg	O
bgs	O
tuh	O
yg	O
dusnya	O
wrn	O
apa	O
sih	O
teman2	O
?	O
kulit	O
kepala	O
ku	O
juga	O
berminyak	O
.	O
pake	O
kerastase	B-BRA
(	O
udah	O
coba	O
yg	O
untuk	O
kulit	O
sensitif	O
,	O
kulit	O
berminyak	O
,	O
volumizing..	O
)	O
ga	O
cocok	O
,	O
malah	O
gatel	O
.	O
skrg	O
lg	O
pake	O
shampp	B-PRO
mustika	I-PRO|B-BRA
ratu	I-PRO|I-BRA
tp	O
kalo	O
sehari	O
ga	O
keramas	O
tetap	O
berminyak	O
aja	O
,	O
tp	O
jd	O
pengen	O
coba	O
natur..	B-BRA

Paling	O
sering	O
lipstick	O
diberdayakan	O
jadi	O
blush	O
on..	O
hehehehe..	O
aku	O
suka	O
pake	O
Revlon	B-PRO|B-BRA
SL	I-PRO|B-TYP
,	O
dan	O
baru2	O
ini	O
nyobain	O
NYX	B-PRO|B-BRA
SMLC	I-PRO|B-TYP
asik	O
juga	O
buat	O
jd	O
blush..	O
biasanya	O
buat	O
touch	O
up	O
di	O
kantor	O
jd	O
ga	O
usah	O
bawa2	O
blush	O
lg	O
cukup	O
bedak	O
sm	O
lipstik..	O

-	O
clear	B-PRO|B-TYP
purifier	I-PRO|I-TYP
unt	I-PRO|B-BRA
/	O
acnes	B-PRO|B-BRA
creamy	I-PRO|B-TYP
wash	I-PRO|I-TYP

-	O
Compact	B-PRO
Powder	I-PRO
2	I-PRO|B-TYP
in	I-PRO|I-TYP
1	I-PRO|I-TYP
No	I-PRO|I-TYP
.	I-PRO|I-TYP
4	I-PRO|I-TYP
by	I-PRO
The	I-PRO|B-BRA
Body	I-PRO|I-BRA
Shop	I-PRO|I-BRA

kayaknya	O
bagusan	O
mufe	B-PRO|B-BRA
caomuflage	I-PRO|B-TYP
deh	O
hehe	O

pernah	O
coba	O
avene	B-BRA
&	O
evian	B-BRA

p49it	O
,	O
nyoba	O
selsunnya	B-PRO|B-BRA
yang	I-PRO
biru	I-PRO
aja	O
.	O
Aku	O
dulu	O
juga	O
lumayan	O
banyak	O
ketombe	O
,	O
setelah	O
pemakaian	O
selsun	B-PRO|B-BRA
shampoo	I-PRO
beberapa	O
kali	O
,	O
sembuh	O
kok	O
ketombeannya	O
.	O
Kalo	O
pengen	O
rambutnya	O
gak	O
mengembang	O
*biasanya	O
setelah	O
pake	O
selsun	O
selalu	O
gitu	O
di	O
aku*	O
,	O
trus	O
aku	O
pake	O
conditioner	O
atau	O
hair	O
mask	O
,	O
ntar	O
rambutnya	O
jadi	O
alus	O
dan	O
lebih	O
mudah	O
diatur	O
kok	O
.	O

5	O
.	O
BB	B-PRO|B-BRA
Sunkissed	I-PRO
Face	I-PRO
Palette	I-PRO

aku	O
pake	O
angle	B-PRO
brush	I-PRO
dr	I-PRO
Sephora	I-PRO|B-BRA
,	O
mungkin	O
karena	O
pake	O
brush	O
itu	O
jd	O
jatohnya	O
jd	O
lebih	O
gelap	O
mungkin	O
buat	O
aku	O
*masih	O
lanjut	O
nabung	O
buat	O
auburn+brush	O
#	O
12*	O
huhuhu	O

2	O
.	O
loccitane	B-PRO|B-BRA
precious	I-PRO|B-TYP
cream	I-PRO
(	O
day	O
)	O

Facial	O
foam	O
:	O
olay	B-PRO|B-BRA
white	I-PRO|B-TYP
radiance	I-PRO|I-TYP

Tp	O
pernah	O
liat	O
juga	O
kok	O
mirip	O
rip	O
rip	O
kyk	O
purederm	B-BRA
tp	O
bukan	O
purederm	B-BRA
melainkan	O
Cettua	B-BRA
ada	O
yg	O
pernah	O
nyoba	O
gak	O
?	O
dia	O
dr	O
yg	O
cucumber	O
smpe	O
yg	O
orange	O
bener2	O
mirip	O
bgt	O
...	O
hampir	O
aja	O
gw	O
salah	O
ambil	O

the	O
whole	O
family	O
,	O
cuma	O
kurang	O
MAC	B-PRO|B-BRA
studio	I-PRO|B-TYP
fix-nya	I-PRO|I-TYP
aja	O
...	O

2	O
.	O
Pawpaw	B-PRO|B-BRA
all	I-PRO
natural	I-PRO
balm	I-PRO
.	O
Ini	O
racun	O
dari	O
mertua	O
ipar	O
aku	O
bule	O
aussie	O
.	O
Pas	O
nikahan	O
ipar	O
indang	O
,	O
dese	O
bawa	O
balm	O
ini	O
segambreng	O
.	O
Isinya	O
mostly	O
shea	O
butter	O
sih	O
dan	O
minyak2an	O
tanpa	O
tambahan	O
apapun	O
.	O
Kemasannya	O
oren	O
.	O
Aku	O
pake	O
untuk	O
makeup	O
remover	O
,	O
lipbalm	O
,	O
dan	O
chaffing	O
cream	O
untuk	O
lipatan	O
paha	O
dan	O
krim	O
stretchmark	O
.	O
Tekstur	O
kulit	O
membaik	O
dgn	O
balm	O
ini	O
.	O
Sayangnya	O
,	O
minggu	O
kemarin	O
abis	O
dan	O
segen	O
aja	O
gitu	O
mau	O
minta	O
dikirim	O
.	O

C/O	O
lain	O
yang	O
pernah	O
aku	O
coba	O
,	O
kose	B-PRO|B-BRA
softimo	I-PRO|B-TYP
,	O
faceshop	B-BRA
,	O
muji	B-BRA
,	O
shu	B-BRA
uemura	I-BRA
,	O
skii	B-BRA
,	O
paling	O
suka	O
sulwhasoo	B-BRA
ini	O
.	O

Face	O
Sunscreen	O
:	O
Biore	B-PRO|B-BRA
UV	I-PRO
Perfect	I-PRO|B-TYP
Face	I-PRO|I-TYP
Milk	I-PRO|I-TYP

Payot	B-BRA

-	O
Dior	B-PRO|B-BRA
Capture	I-PRO|B-TYP
Totale	I-PRO|I-TYP
Foundation	I-PRO
SPF	I-PRO
15	I-PRO

truz	O
akhirnya	O
gw	O
tertarik	O
n	O
beli	O
(	O
tp	O
gak	O
hari	O
itu	O
jg	O
sih	O
)	O
haha..	O
gw	O
pake	O
yg	O
phytocedrat	B-TYP
,	O
katanya	O
1	O
botol	O
bakal	O
sembuh	O
,	O
jadinya	O
gw	O
teteup	O
mesti	O
keramas	O
tiap	O
hari	O
cuman	O
jauh	O
lebih	O
mendingan	O
(	O
tadinya	O
4jam	O
stelah	O
keramas	O
udah	O
lepek	O
banged	O
)	O
.	O

1	O
.	O
Viva	B-PRO|B-BRA
MC+FT	I-PRO
,	O
(	O
around	O
5rb	O
)	O
biasa	O
beli	O
dtoko	O
cosmetik	O
,	O
krna	O
lebih	O
murah	O
dibandingkan	O
di	O
supermarket	O

sweet_memory	O
,	O
waa	O
pantes	O
kamu	O
cocok	O
pake	O
repair	B-TYP
rescue	I-TYP
,	O
rambutku	O
mah	O
kebalikannya..	O
gak	O
ngembang	O
dan	O
tipis	O
.	O

Daaan	O
tertarik	O
nyoba	O
Babyliss	B-PRO|B-BRA
Root	I-PRO|B-TYP
Boost	I-PRO|I-TYP
(	O
basically	O
hair	O
crimper	O
biasa	O
aja	O
sih	O
sebenernya	O
)	O
:	O
bisa	O
dilihat	O

Lintje	O
,	O
itulah	O
pertanyaan	O
gue	O
jg	O
sebenernya	O
.	O
Kalo	O
bisa	O
sih	O
yg	O
ada	O
di	O
Jkt	O
aja	O
.	O
Mungkin	O
yg	O
lain	O
ada	O
yg	O
tau	O
?	O
Kayaknya	O
di	O
page	O
sebelumnya	O
ada	O
yg	O
ngomongin	O
Boots	B-PRO|B-BRA
No.7	I-PRO|B-TYP
tuh	O
.	O
Pengen	O
nyoba	O
juga	O
gue	O
soalnya	O
produk2nya	O
gak	O
begitu	O
mahal	O
biasanya	O
kan	O
.	O

Dove	B-PRO|B-BRA
Hair	I-PRO
Treatment	I-PRO
Oil	I-PRO
udah	O
ngga	O
ada	O
ya	O
girls	O
?	O
Aku	O
dari	O
kemaren	O
ke	O
beberapa	O
supermarket	O
ngga	O
ada	O
...	O
.	O
huhuhu	O
.	O
Punyaku	O
udah	O
abis	O
dan	O
mau	O
repurchaase	O
setelah	O
sekian	O
lama	O
coba	O
coba	O
brand	O
lain	O
.	O
Sekarang	O
lagi	O
demen	O
sama	O
Makarizo	B-PRO|B-BRA
Anti-Frizz	I-PRO
spray	I-PRO
,	O
beneran	O
frizz	O
control	O
di	O
aku	O
bikin	O
rambut	O
jd	O
sleek	O
dan	O
shiny	O
pasca	O
blow-dry	O
.	O
Helps	O
with	O
my	O
dryness	O
too	O
.	O

Jangan	O
''	O
udh	O
gk	O
ada	O
furanya	B-BRA
itu	O

yg	O
Miracle	B-TYP
White	I-TYP
Deep	I-TYP
Cleanse	I-TYP
(	O
1-2	O
times	O
a	O
week	O
)	O
di	O
brosurnya	O
dibilang	O
sekali	O
pakai	O
aja	O
lgs	O
ketara	O
lbh	O
cerah	O
&	O
bagus	O
kulitnya	O
,	O
kmrn	O
sih	O
BA	O
nya	O
blg	O
bs	O
u/	O
selangkangan	O
jg	O
atau	O
lipetan2	O
yg	O
item	O
hahahaa..	O
pdhl	O
g	O
gak	O
nanya2	O
soal	O
itu	O
loh..	O
*tp	O
g	O
jd	O
mikir	O
,	O
mgkn	O
bs	O
u/	O
underarm	O
jg	O
hihihi	O
...	O
.*	O
emg	O
sih	O
,	O
begitu	O
di	O
cobain	O
ke	O
tangan	O
,	O
lgs	O
ketara	O
bedanya	O
tangan	O
kiri	O
&	O
kanan	O
,	O
pdhl	O
scrub	O
nya	O
alus	O
bgt	O
loh..	O
tp	O
berasa	O
halusan	O
&	O
cerah	O
*ato	O
sugesti	O
yah	O
;	O
p*	O

nayzu	O
,	O
sarah_audia	O
,	O
gegara	O
kaliaaaann	O
aku	O
pun	O
ikutan	O
ngembat	O
etude	B-PRO|B-BRA
rosy	I-PRO|B-TYP
tint	I-PRO|I-TYP
yang	I-PRO
#	I-PRO
8	I-PRO
,	O
omooo~~~~	O
*colek	O
xoxoline*	O

cres	O
,	O
mau	O
tanya	O
,	O
kalo	O
